,state,response,coverage,education,employmentstatus,gender,location_code,marital_status,policy_type,renew_offer_type,sales_channel,vehicle_class,vehicle_size,Month,Day,Week
8540,California,No,Basic,High School or Below,Employed,F,Urban,Married,Corporate Auto,Offer1,Agent,Sports Car,Medsize,1,14,2
8541,California,No,Basic,Master/Doctor,Employed,M,Urban,Divorced,Personal Auto,Offer1,Agent,SUV,Medsize,2,23,8
8542,California,No,Basic,High School or Below,Unemployed,F,Suburban,Married,Personal Auto,Offer2,Branch,Two-Door Car,Medsize,2,18,7
8543,California,No,Basic,High School or Below,Unemployed,F,Rural,Married,Personal Auto,Offer3,Branch,Two-Door Car,Medsize,2,4,5
8544,California,No,Basic,Bachelor,Employed,F,Urban,Single,Corporate Auto,Offer1,Branch,Four-Door Car,Medsize,1,20,3
8545,California,No,Basic,High School or Below,Employed,F,Suburban,Married,Corporate Auto,Offer3,Agent,Four-Door Car,Medsize,1,28,4
8546,California,No,Basic,Bachelor,Other,M,Suburban,Single,Personal Auto,Offer1,Agent,Four-Door Car,Medsize,1,9,1
8547,California,No,Basic,College,Employed,M,Suburban,Single,Corporate Auto,Offer3,Agent,Four-Door Car,Medsize,2,23,8
8548,California,Yes,Basic,College,Other,M,Suburban,Married,Personal Auto,Offer1,Agent,Four-Door Car,Medsize,1,23,3
8549,California,No,Extended,College,Employed,F,Urban,Married,Personal Auto,Offer3,Agent,Four-Door Car,Medsize,2,28,9
8550,California,No,Basic,High School or Below,Unemployed,F,Suburban,Married,Personal Auto,Offer2,Web,Four-Door Car,Large,2,3,5
8551,California,No,Basic,College,Employed,M,Suburban,Single,Personal Auto,Offer2,Branch,Four-Door Car,Medsize,2,26,8
8552,California,No,Basic,College,Unemployed,F,Suburban,Single,Corporate Auto,Offer2,Agent,Four-Door Car,Medsize,1,16,2
8553,California,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Offer3,Branch,SUV,Medsize,2,16,7
8554,California,No,Basic,College,Other,M,Suburban,Married,Personal Auto,Offer1,Branch,SUV,Medsize,1,20,3
8555,California,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,Offer2,Call Center,SUV,Medsize,2,22,8
8556,California,No,Basic,Bachelor,Employed,M,Rural,Married,Corporate Auto,Offer3,Call Center,SUV,Small,2,10,6
8557,California,No,Premium,High School or Below,Employed,F,Suburban,Married,Corporate Auto,Offer2,Call Center,SUV,Medsize,2,20,7
8558,California,No,Basic,Bachelor,Employed,F,Suburban,Divorced,Personal Auto,Offer1,Agent,Four-Door Car,Medsize,1,16,2
8559,California,No,Basic,Bachelor,Other,F,Suburban,Married,Corporate Auto,Offer1,Agent,Two-Door Car,Large,1,31,5
8560,California,No,Extended,Bachelor,Unemployed,F,Suburban,Single,Personal Auto,Offer3,Call Center,Four-Door Car,Medsize,1,4,1
8561,California,No,Basic,High School or Below,Employed,F,Rural,Married,Personal Auto,Offer4,Call Center,SUV,Small,1,21,3
8562,California,No,Extended,Bachelor,Unemployed,M,Suburban,Single,Personal Auto,Offer3,Branch,Four-Door Car,Medsize,2,25,8
8563,California,No,Basic,Bachelor,Unemployed,F,Suburban,Married,Personal Auto,Offer1,Agent,SUV,Small,1,10,2
8564,California,No,Extended,High School or Below,Employed,M,Suburban,Married,Corporate Auto,Offer3,Agent,Four-Door Car,Small,2,5,5
8565,California,No,Extended,Bachelor,Employed,F,Suburban,Divorced,Personal Auto,Offer3,Agent,Two-Door Car,Small,2,8,6
8566,California,No,Extended,College,Other,F,Suburban,Married,Personal Auto,Offer1,Branch,Four-Door Car,Medsize,1,29,4
8567,California,No,Extended,College,Employed,F,Suburban,Divorced,Personal Auto,Offer1,Branch,Luxury SUV,Small,2,10,6
8568,California,No,Basic,College,Employed,M,Rural,Married,Corporate Auto,Offer2,Branch,SUV,Medsize,2,4,5
8569,California,Yes,Extended,College,Employed,F,Rural,Married,Corporate Auto,Offer2,Call Center,Two-Door Car,Large,2,26,8
8570,California,Yes,Basic,Master/Doctor,Employed,M,Suburban,Married,Personal Auto,Offer1,Branch,Four-Door Car,Small,1,13,2
8571,California,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Corporate Auto,Offer1,Agent,SUV,Large,2,10,6
8572,California,No,Basic,Bachelor,Employed,F,Rural,Married,Personal Auto,Offer3,Agent,SUV,Medsize,1,9,1
8573,California,Yes,Basic,Bachelor,Employed,F,Suburban,Married,Personal Auto,Offer1,Agent,Two-Door Car,Medsize,1,21,3
8574,California,No,Basic,Bachelor,Other,M,Suburban,Divorced,Personal Auto,Offer2,Call Center,Two-Door Car,Medsize,2,14,7
8575,California,No,Basic,High School or Below,Employed,M,Suburban,Single,Personal Auto,Offer2,Agent,Four-Door Car,Medsize,2,20,7
8576,California,No,Extended,High School or Below,Other,M,Suburban,Married,Corporate Auto,Offer3,Agent,Four-Door Car,Large,1,25,4
8577,California,No,Basic,Bachelor,Employed,F,Urban,Married,Personal Auto,Offer2,Branch,Four-Door Car,Medsize,2,20,7
8578,California,No,Basic,High School or Below,Employed,F,Rural,Married,Personal Auto,Offer2,Branch,Two-Door Car,Medsize,1,26,4
8579,California,No,Basic,Master/Doctor,Employed,M,Suburban,Married,Personal Auto,Offer1,Branch,Four-Door Car,Medsize,1,29,4
8580,California,No,Basic,Bachelor,Employed,F,Urban,Married,Corporate Auto,Offer3,Web,Four-Door Car,Medsize,1,8,1
8581,California,Yes,Extended,College,Employed,M,Suburban,Married,Corporate Auto,Offer1,Branch,Four-Door Car,Medsize,2,19,7
8582,California,No,Premium,High School or Below,Employed,F,Rural,Married,Personal Auto,Offer3,Web,SUV,Medsize,1,4,1
8583,California,No,Extended,Bachelor,Employed,M,Suburban,Married,Corporate Auto,Offer2,Agent,Four-Door Car,Small,2,17,7
8584,California,No,Extended,Bachelor,Employed,F,Urban,Married,Personal Auto,Offer2,Branch,Sports Car,Medsize,2,24,8
8585,California,No,Basic,Bachelor,Employed,F,Rural,Single,Personal Auto,Offer3,Branch,Two-Door Car,Large,1,27,4
8586,California,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Offer1,Branch,Four-Door Car,Medsize,2,26,8
8587,California,No,Extended,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Offer4,Branch,Four-Door Car,Medsize,2,6,5
8588,California,No,Extended,College,Employed,F,Suburban,Married,Corporate Auto,Offer4,Branch,SUV,Medsize,1,7,1
8589,California,Yes,Basic,High School or Below,Other,M,Suburban,Divorced,Personal Auto,Offer1,Branch,SUV,Medsize,2,18,7
8590,California,No,Basic,Master/Doctor,Employed,F,Suburban,Divorced,Personal Auto,Offer1,Agent,Four-Door Car,Large,2,12,6
8591,California,Yes,Basic,Bachelor,Other,F,Suburban,Single,Personal Auto,Offer1,Branch,Four-Door Car,Medsize,1,29,4
8592,California,No,Basic,Bachelor,Employed,M,Suburban,Married,Corporate Auto,Offer1,Branch,Two-Door Car,Small,1,14,2
8593,California,No,Basic,High School or Below,Employed,F,Rural,Married,Corporate Auto,Offer1,Agent,Luxury Car,Medsize,2,6,5
8594,California,Yes,Basic,College,Unemployed,F,Suburban,Married,Personal Auto,Offer1,Agent,SUV,Medsize,1,11,2
8595,California,No,Extended,High School or Below,Unemployed,M,Suburban,Married,Corporate Auto,Offer1,Branch,SUV,Medsize,2,10,6
8596,California,No,Basic,High School or Below,Other,F,Suburban,Married,Personal Auto,Offer1,Web,Four-Door Car,Small,2,16,7
8597,California,No,Extended,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,Offer2,Agent,Luxury SUV,Large,2,26,8
8598,California,No,Extended,College,Employed,M,Rural,Married,Personal Auto,Offer4,Branch,Four-Door Car,Medsize,2,24,8
8599,California,Yes,Basic,College,Other,M,Suburban,Single,Personal Auto,Offer1,Agent,Four-Door Car,Medsize,2,11,6
8600,California,No,Basic,Bachelor,Employed,M,Suburban,Married,Corporate Auto,Offer2,Agent,Four-Door Car,Medsize,2,19,7
8601,California,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Personal Auto,Offer1,Agent,Four-Door Car,Medsize,2,21,8
8602,California,No,Basic,Bachelor,Employed,F,Urban,Married,Personal Auto,Offer1,Agent,Four-Door Car,Medsize,2,25,8
8603,California,No,Basic,Bachelor,Employed,F,Rural,Married,Personal Auto,Offer1,Branch,SUV,Medsize,2,15,7
8604,California,No,Basic,Master/Doctor,Other,M,Urban,Married,Corporate Auto,Offer1,Call Center,Four-Door Car,Large,2,16,7
8605,California,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Corporate Auto,Offer2,Web,SUV,Small,2,16,7
8606,California,Yes,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,Offer2,Branch,SUV,Medsize,1,10,2
8607,California,Yes,Extended,College,Employed,M,Rural,Married,Corporate Auto,Offer2,Agent,Sports Car,Medsize,1,7,1
8608,California,Yes,Basic,Bachelor,Unemployed,M,Suburban,Married,Personal Auto,Offer1,Agent,SUV,Large,2,19,7
8609,California,No,Basic,College,Employed,F,Suburban,Married,Personal Auto,Offer2,Branch,Four-Door Car,Small,2,17,7
8610,California,No,Basic,High School or Below,Employed,M,Rural,Married,Personal Auto,Offer1,Call Center,SUV,Medsize,2,6,5
8611,California,No,Basic,College,Employed,F,Urban,Married,Personal Auto,Offer2,Branch,Four-Door Car,Medsize,1,21,3
8612,California,No,Basic,High School or Below,Unemployed,M,Suburban,Married,Corporate Auto,Offer3,Agent,Four-Door Car,Medsize,1,17,3
8613,California,No,Extended,College,Employed,M,Urban,Married,Personal Auto,Offer1,Agent,Four-Door Car,Medsize,2,24,8
8614,California,No,Extended,Bachelor,Unemployed,F,Suburban,Married,Personal Auto,Offer2,Branch,Sports Car,Medsize,2,8,6
8615,California,No,Basic,College,Employed,F,Urban,Married,Personal Auto,Offer2,Agent,Four-Door Car,Medsize,1,31,5
8616,California,Yes,Basic,College,Employed,M,Suburban,Married,Corporate Auto,Offer1,Agent,SUV,Medsize,2,12,6
8617,California,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Corporate Auto,Offer3,Call Center,Sports Car,Small,1,10,2
8618,California,No,Premium,Master/Doctor,Employed,M,Urban,Married,Personal Auto,Offer3,Agent,Four-Door Car,Medsize,1,12,2
8619,California,No,Basic,College,Employed,M,Suburban,Married,Corporate Auto,Offer3,Web,Four-Door Car,Small,2,24,8
8620,California,No,Basic,College,Employed,M,Rural,Married,Personal Auto,Offer2,Agent,Four-Door Car,Medsize,2,27,8
8621,California,No,Premium,Bachelor,Unemployed,M,Suburban,Single,Personal Auto,Offer3,Agent,Two-Door Car,Small,1,19,3
8622,California,No,Extended,Master/Doctor,Employed,M,Suburban,Married,Personal Auto,Offer1,Branch,Two-Door Car,Medsize,1,9,1
8623,California,No,Extended,College,Employed,F,Suburban,Married,Personal Auto,Offer3,Web,SUV,Medsize,2,19,7
8624,California,No,Basic,College,Employed,M,Suburban,Married,Corporate Auto,Offer2,Branch,Two-Door Car,Small,2,9,6
8625,California,No,Basic,Bachelor,Employed,F,Suburban,Married,Personal Auto,Offer1,Call Center,SUV,Medsize,2,17,7
8626,California,No,Basic,Master/Doctor,Employed,F,Rural,Married,Personal Auto,Offer2,Agent,Four-Door Car,Medsize,2,6,5
8627,California,Yes,Basic,College,Unemployed,F,Suburban,Married,Personal Auto,Offer2,Agent,Four-Door Car,Medsize,1,26,4
8628,California,No,Extended,Bachelor,Unemployed,F,Rural,Married,Corporate Auto,Offer1,Call Center,SUV,Medsize,1,3,1
8629,California,No,Extended,High School or Below,Employed,F,Rural,Married,Corporate Auto,Offer1,Agent,Four-Door Car,Medsize,2,21,8
8630,California,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,Offer2,Agent,SUV,Medsize,2,2,5
8631,California,No,Basic,Master/Doctor,Employed,F,Suburban,Divorced,Corporate Auto,Offer2,Agent,Two-Door Car,Small,1,27,4
8632,California,No,Premium,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,Offer1,Call Center,Two-Door Car,Medsize,2,23,8
8633,California,No,Extended,College,Unemployed,F,Urban,Married,Personal Auto,Offer3,Agent,Four-Door Car,Medsize,1,24,4
8634,California,No,Basic,College,Employed,F,Suburban,Married,Personal Auto,Offer3,Call Center,Sports Car,Medsize,2,22,8
8635,California,No,Basic,Bachelor,Employed,F,Suburban,Divorced,Personal Auto,Offer2,Call Center,Four-Door Car,Medsize,1,1,52
8636,California,No,Basic,High School or Below,Unemployed,F,Suburban,Married,Corporate Auto,Offer1,Agent,SUV,Medsize,1,19,3
8637,California,No,Extended,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Offer3,Call Center,Four-Door Car,Large,2,23,8
8638,California,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,Offer4,Call Center,Four-Door Car,Medsize,2,11,6
8639,California,No,Basic,College,Employed,F,Suburban,Married,Personal Auto,Offer2,Branch,Four-Door Car,Small,2,19,7
8640,California,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Corporate Auto,Offer3,Branch,Four-Door Car,Large,1,23,3
8641,California,No,Extended,College,Employed,M,Rural,Divorced,Corporate Auto,Offer4,Call Center,Four-Door Car,Small,1,10,2
8642,California,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,Offer3,Agent,Four-Door Car,Medsize,1,9,1
8643,California,No,Premium,Bachelor,Unemployed,F,Suburban,Single,Corporate Auto,Offer1,Agent,Sports Car,Small,2,25,8
8644,California,Yes,Basic,High School or Below,Other,F,Suburban,Single,Personal Auto,Offer1,Agent,SUV,Medsize,2,25,8
8645,California,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Personal Auto,Offer1,Web,SUV,Medsize,1,4,1
8646,California,No,Basic,Master/Doctor,Employed,M,Suburban,Married,Personal Auto,Offer2,Branch,Two-Door Car,Small,1,20,3
8647,California,No,Basic,Master/Doctor,Other,F,Suburban,Divorced,Personal Auto,Offer1,Branch,SUV,Medsize,1,3,1
8648,California,No,Basic,High School or Below,Employed,F,Urban,Married,Corporate Auto,Offer3,Branch,SUV,Medsize,1,5,1
8649,California,No,Basic,Bachelor,Unemployed,M,Suburban,Married,Personal Auto,Offer2,Agent,SUV,Medsize,1,19,3
8650,California,No,Premium,High School or Below,Other,F,Suburban,Married,Personal Auto,Offer1,Call Center,SUV,Medsize,1,19,3
8651,California,No,Extended,College,Employed,M,Rural,Divorced,Personal Auto,Offer1,Branch,Four-Door Car,Medsize,2,4,5
8652,California,No,Basic,High School or Below,Employed,F,Suburban,Married,Corporate Auto,Offer2,Call Center,Two-Door Car,Medsize,2,10,6
8653,California,No,Extended,College,Employed,F,Rural,Divorced,Corporate Auto,Offer1,Call Center,Four-Door Car,Medsize,1,20,3
8654,California,No,Basic,College,Employed,F,Suburban,Married,Personal Auto,Offer1,Web,Four-Door Car,Medsize,1,10,2
8655,California,No,Extended,College,Unemployed,F,Suburban,Single,Corporate Auto,Offer1,Agent,Four-Door Car,Medsize,2,21,8
8656,California,No,Extended,Bachelor,Employed,M,Urban,Divorced,Personal Auto,Offer1,Call Center,SUV,Medsize,1,21,3
8657,California,Yes,Basic,High School or Below,Employed,M,Urban,Married,Personal Auto,Offer2,Agent,Four-Door Car,Large,1,6,1
8658,California,No,Premium,College,Other,F,Suburban,Married,Personal Auto,Offer2,Agent,Two-Door Car,Medsize,1,9,1
8659,California,No,Basic,High School or Below,Employed,F,Urban,Married,Personal Auto,Offer2,Call Center,SUV,Small,1,6,1
8660,California,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Corporate Auto,Offer1,Web,Four-Door Car,Medsize,2,22,8
8661,California,No,Basic,College,Employed,F,Suburban,Married,Personal Auto,Offer1,Branch,Two-Door Car,Medsize,1,30,4
8662,California,No,Extended,Bachelor,Employed,F,Rural,Married,Personal Auto,Offer4,Web,Luxury Car,Medsize,2,22,8
8663,California,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,Offer2,Web,SUV,Medsize,1,9,1
8664,California,No,Extended,Bachelor,Employed,F,Urban,Divorced,Corporate Auto,Offer2,Agent,Two-Door Car,Medsize,1,22,3
8665,California,No,Basic,College,Other,M,Suburban,Married,Corporate Auto,Offer1,Web,Four-Door Car,Medsize,1,14,2
8666,California,No,Basic,Master/Doctor,Other,F,Rural,Married,Personal Auto,Offer2,Branch,Four-Door Car,Medsize,1,26,4
8667,California,No,Extended,High School or Below,Unemployed,M,Suburban,Single,Corporate Auto,Offer2,Call Center,Two-Door Car,Small,2,11,6
8668,California,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Offer3,Agent,Four-Door Car,Medsize,1,5,1
8669,California,No,Basic,College,Employed,F,Urban,Married,Personal Auto,Offer2,Call Center,Four-Door Car,Medsize,2,5,5
8670,California,No,Basic,Bachelor,Other,F,Rural,Single,Personal Auto,Offer1,Call Center,Two-Door Car,Medsize,1,13,2
8671,California,No,Extended,College,Unemployed,M,Suburban,Single,Personal Auto,Offer4,Call Center,Four-Door Car,Small,1,16,2
8672,California,No,Extended,Master/Doctor,Employed,F,Suburban,Married,Corporate Auto,Offer1,Agent,Four-Door Car,Medsize,1,13,2
8673,California,No,Basic,College,Other,M,Suburban,Married,Personal Auto,Offer1,Web,SUV,Small,1,17,3
8674,California,Yes,Premium,Master/Doctor,Employed,M,Rural,Married,Personal Auto,Offer1,Agent,Two-Door Car,Medsize,1,26,4
8675,California,No,Basic,Bachelor,Employed,M,Suburban,Divorced,Personal Auto,Offer2,Agent,Four-Door Car,Small,2,7,6
8676,California,No,Basic,College,Employed,M,Suburban,Married,Corporate Auto,Offer4,Call Center,Two-Door Car,Medsize,2,15,7
8677,California,No,Extended,Bachelor,Employed,F,Suburban,Married,Corporate Auto,Offer2,Call Center,Four-Door Car,Medsize,1,7,1
8678,California,No,Basic,College,Employed,F,Suburban,Divorced,Personal Auto,Offer4,Call Center,Four-Door Car,Medsize,2,23,8
8679,California,No,Extended,High School or Below,Other,M,Suburban,Divorced,Corporate Auto,Offer3,Call Center,Sports Car,Medsize,2,28,9
8680,California,No,Basic,Bachelor,Other,F,Suburban,Married,Personal Auto,Offer1,Branch,Two-Door Car,Medsize,2,4,5
8681,California,No,Extended,Master/Doctor,Employed,F,Urban,Married,Personal Auto,Offer1,Call Center,SUV,Medsize,1,30,4
8682,California,No,Basic,High School or Below,Employed,M,Suburban,Single,Personal Auto,Offer3,Call Center,Sports Car,Small,1,30,4
8683,California,No,Basic,College,Employed,F,Rural,Married,Personal Auto,Offer1,Branch,Four-Door Car,Medsize,1,27,4
8684,California,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Corporate Auto,Offer2,Call Center,Luxury Car,Medsize,2,17,7
8685,California,No,Basic,Master/Doctor,Unemployed,F,Suburban,Married,Personal Auto,Offer2,Branch,Sports Car,Medsize,1,27,4
8686,California,No,Basic,College,Employed,M,Suburban,Married,Personal Auto,Offer2,Call Center,Two-Door Car,Small,1,1,52
8687,California,No,Premium,High School or Below,Unemployed,F,Suburban,Married,Personal Auto,Offer1,Call Center,SUV,Medsize,2,6,5
8688,California,Yes,Basic,Bachelor,Other,M,Suburban,Divorced,Corporate Auto,Offer2,Web,Four-Door Car,Medsize,2,17,7
8689,California,No,Extended,College,Unemployed,F,Suburban,Single,Corporate Auto,Offer1,Web,SUV,Medsize,1,16,2
8690,California,No,Basic,High School or Below,Employed,M,Suburban,Divorced,Personal Auto,Offer2,Branch,Four-Door Car,Medsize,2,3,5
8691,California,No,Basic,High School or Below,Employed,M,Suburban,Married,Corporate Auto,Offer1,Agent,Four-Door Car,Small,2,10,6
8692,California,No,Extended,High School or Below,Employed,M,Urban,Married,Personal Auto,Offer2,Agent,Four-Door Car,Medsize,2,28,9
8693,California,No,Basic,High School or Below,Other,F,Suburban,Married,Personal Auto,Offer4,Web,Two-Door Car,Small,1,16,2
8694,California,No,Basic,College,Employed,M,Suburban,Divorced,Personal Auto,Offer1,Agent,Luxury Car,Medsize,2,6,5
8695,California,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Personal Auto,Offer1,Branch,Four-Door Car,Medsize,1,25,4
8696,California,No,Basic,College,Other,F,Suburban,Married,Corporate Auto,Offer1,Agent,SUV,Medsize,1,25,4
8697,California,No,Basic,Master/Doctor,Unemployed,M,Suburban,Married,Personal Auto,Offer4,Branch,Sports Car,Medsize,1,25,4
8698,California,No,Basic,Bachelor,Employed,F,Rural,Married,Personal Auto,Offer3,Agent,Two-Door Car,Medsize,1,22,3
8699,California,Yes,Basic,Bachelor,Employed,F,Rural,Married,Personal Auto,Offer2,Web,Two-Door Car,Medsize,1,25,4
8700,California,No,Basic,College,Employed,M,Urban,Married,Corporate Auto,Offer1,Agent,Sports Car,Medsize,2,11,6
8701,California,No,Extended,High School or Below,Unemployed,F,Suburban,Single,Corporate Auto,Offer1,Agent,Sports Car,Medsize,1,28,4
8702,California,No,Extended,High School or Below,Employed,F,Urban,Married,Personal Auto,Offer1,Call Center,SUV,Medsize,2,8,6
8703,California,No,Extended,College,Unemployed,M,Suburban,Married,Corporate Auto,Offer3,Branch,SUV,Medsize,2,16,7
8704,California,No,Basic,College,Employed,F,Rural,Married,Personal Auto,Offer3,Web,Four-Door Car,Small,2,21,8
8705,California,Yes,Basic,Bachelor,Employed,M,Suburban,Married,Personal Auto,Offer2,Call Center,Two-Door Car,Medsize,1,26,4
8706,California,No,Basic,High School or Below,Employed,F,Urban,Divorced,Personal Auto,Offer2,Agent,Four-Door Car,Medsize,2,13,6
8707,California,No,Basic,Master/Doctor,Employed,M,Suburban,Married,Personal Auto,Offer4,Agent,SUV,Medsize,2,1,5
8708,California,No,Premium,College,Employed,M,Rural,Married,Corporate Auto,Offer4,Web,Four-Door Car,Medsize,1,25,4
8709,California,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Personal Auto,Offer1,Agent,Two-Door Car,Large,2,6,5
8710,California,No,Basic,High School or Below,Employed,M,Rural,Married,Personal Auto,Offer3,Agent,Four-Door Car,Medsize,2,21,8
8711,California,No,Extended,Bachelor,Employed,M,Suburban,Married,Personal Auto,Offer3,Agent,Four-Door Car,Small,1,23,3
8712,California,No,Extended,Bachelor,Unemployed,M,Suburban,Single,Corporate Auto,Offer3,Branch,Two-Door Car,Medsize,2,23,8
8713,California,No,Basic,High School or Below,Employed,M,Urban,Single,Corporate Auto,Offer3,Web,Sports Car,Medsize,1,19,3
8714,California,No,Extended,Bachelor,Employed,F,Urban,Single,Personal Auto,Offer1,Agent,Four-Door Car,Medsize,1,31,5
8715,California,No,Extended,Bachelor,Other,M,Suburban,Married,Corporate Auto,Offer1,Branch,Two-Door Car,Small,1,17,3
8716,California,No,Basic,Bachelor,Other,M,Suburban,Married,Personal Auto,Offer2,Call Center,Two-Door Car,Medsize,2,21,8
8717,California,No,Basic,Bachelor,Employed,F,Urban,Divorced,Personal Auto,Offer1,Agent,Four-Door Car,Large,2,7,6
8718,California,No,Basic,Master/Doctor,Employed,F,Urban,Married,Personal Auto,Offer3,Call Center,Four-Door Car,Large,1,15,2
8719,California,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,Offer1,Agent,Two-Door Car,Medsize,2,2,5
8720,California,No,Basic,Master/Doctor,Other,F,Suburban,Single,Personal Auto,Offer4,Branch,Four-Door Car,Small,1,6,1
8721,California,Yes,Extended,High School or Below,Other,M,Suburban,Divorced,Personal Auto,Offer2,Agent,SUV,Medsize,2,18,7
8722,California,No,Extended,High School or Below,Other,M,Suburban,Married,Personal Auto,Offer2,Agent,Four-Door Car,Small,2,16,7
8723,California,Yes,Basic,Bachelor,Employed,M,Rural,Married,Personal Auto,Offer2,Call Center,Four-Door Car,Medsize,1,11,2
8724,California,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Personal Auto,Offer1,Agent,Sports Car,Medsize,2,15,7
8725,California,No,Basic,College,Employed,F,Suburban,Married,Personal Auto,Offer4,Web,Four-Door Car,Small,1,27,4
8726,California,No,Basic,College,Employed,M,Rural,Married,Personal Auto,Offer2,Web,SUV,Medsize,2,6,5
8727,California,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Personal Auto,Offer2,Branch,Two-Door Car,Medsize,1,21,3
8728,California,No,Basic,Bachelor,Employed,F,Suburban,Married,Personal Auto,Offer1,Agent,Four-Door Car,Small,1,4,1
8729,California,No,Extended,Master/Doctor,Unemployed,M,Suburban,Divorced,Personal Auto,Offer1,Branch,SUV,Medsize,1,14,2
8730,California,No,Extended,Bachelor,Unemployed,M,Suburban,Single,Personal Auto,Offer2,Agent,SUV,Medsize,1,24,4
8731,California,No,Basic,Master/Doctor,Employed,M,Urban,Single,Personal Auto,Offer2,Branch,Four-Door Car,Medsize,2,19,7
8732,California,No,Extended,Bachelor,Employed,F,Rural,Divorced,Corporate Auto,Offer1,Agent,Two-Door Car,Small,2,26,8
8733,California,No,Premium,High School or Below,Employed,M,Suburban,Married,Corporate Auto,Offer1,Branch,Four-Door Car,Small,2,14,7
8734,California,No,Extended,Bachelor,Unemployed,F,Suburban,Single,Personal Auto,Offer1,Branch,Luxury Car,Medsize,1,8,1
8735,California,No,Basic,Bachelor,Employed,F,Suburban,Married,Personal Auto,Offer1,Branch,Four-Door Car,Medsize,2,19,7
8736,California,No,Premium,Master/Doctor,Employed,M,Suburban,Married,Personal Auto,Offer4,Call Center,Two-Door Car,Small,1,19,3
8737,California,No,Extended,Master/Doctor,Employed,F,Urban,Single,Corporate Auto,Offer2,Branch,Two-Door Car,Medsize,2,16,7
8738,California,No,Basic,Master/Doctor,Employed,M,Suburban,Married,Personal Auto,Offer3,Agent,SUV,Small,1,4,1
8739,California,No,Basic,High School or Below,Employed,F,Suburban,Single,Personal Auto,Offer1,Agent,Four-Door Car,Medsize,1,13,2
8740,California,No,Premium,High School or Below,Unemployed,M,Suburban,Single,Corporate Auto,Offer3,Branch,Four-Door Car,Large,1,5,1
8741,California,No,Basic,Bachelor,Unemployed,F,Rural,Divorced,Personal Auto,Offer1,Agent,Four-Door Car,Medsize,2,25,8
8742,California,No,Premium,High School or Below,Other,M,Suburban,Single,Personal Auto,Offer1,Agent,Four-Door Car,Medsize,1,17,3
8743,California,No,Extended,College,Employed,M,Urban,Divorced,Personal Auto,Offer3,Agent,Four-Door Car,Medsize,1,23,3
8744,California,No,Basic,College,Employed,F,Suburban,Single,Personal Auto,Offer3,Agent,Four-Door Car,Medsize,2,27,8
8745,California,No,Basic,College,Employed,M,Urban,Married,Corporate Auto,Offer1,Agent,SUV,Medsize,1,17,3
8746,California,Yes,Extended,College,Other,F,Suburban,Divorced,Corporate Auto,Offer1,Branch,Four-Door Car,Medsize,2,16,7
8747,California,Yes,Premium,Master/Doctor,Employed,M,Rural,Married,Personal Auto,Offer1,Agent,Two-Door Car,Medsize,1,26,4
8748,California,No,Basic,Master/Doctor,Employed,M,Suburban,Married,Personal Auto,Offer2,Web,Four-Door Car,Medsize,2,7,6
8749,California,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Corporate Auto,Offer1,Call Center,Four-Door Car,Small,1,22,3
8750,California,No,Basic,High School or Below,Other,M,Suburban,Divorced,Personal Auto,Offer4,Branch,Four-Door Car,Medsize,1,19,3
8751,California,Yes,Extended,High School or Below,Employed,M,Suburban,Single,Personal Auto,Offer2,Branch,Two-Door Car,Small,1,20,3
8752,California,No,Extended,High School or Below,Employed,F,Suburban,Single,Personal Auto,Offer1,Call Center,SUV,Medsize,1,29,4
8753,California,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Corporate Auto,Offer1,Branch,Four-Door Car,Medsize,1,23,3
8754,California,No,Extended,High School or Below,Employed,M,Urban,Married,Corporate Auto,Offer4,Agent,Two-Door Car,Medsize,2,18,7
